Company Name,ISIN,ISIC full_code,ISIC section_label,ISIC division_label,ISIC group_label,ISIC description,Region/Country,Report Date,Fiscal Year,Quarter,Month,OS-C Code,Factor Area Code,Factor Code,Sub-Factor Code,Report Label,Quantity,Quantity Type,Reported Units,Standardized Quantity,Standardized units,Orig Report,Page,Note,Analyst,Factor Area,Factor,Sub Factor,SASB Industry Code,SASB Sub-Metric Code,SASB units,CDP Code,OS-C - CDP synthetic code,Description,,Quantity,Quantity Type,Reported Units,OS-C Code,Standardized Quantity,Standardized units
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.11.5,Em,11,5,Scope 3 - Waste2,700,,mtCO2e, 700 ,mtCO2e,MSFT ESG 2018 Report,1,2,Tiemann,Emissions,Scope 3 emissions by category,Waste generated in operations,TC-SI,,,C6.5,C6.5.5,Waste generated in operations,,700.00,,mtCO2e,Em.11.5,700.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.11.6,Em,11,6,Scope 3 - Business Travel1,"337,122",,mtCO2e," 337,122 ",mtCO2e,MSFT ESG 2018 Report,1,1,Tiemann,Emissions,Scope 3 emissions by category,Business travel,TC-SI,,,C6.5,C6.5.6,Business travel,,337122.00,,mtCO2e,Em.11.6,337122.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.11.7,Em,11,7,Scope 3 - Employee Commuting2,"330,000",,mtCO2e," 330,000 ",mtCO2e,MSFT ESG 2018 Report,1,2,Tiemann,Emissions,Scope 3 emissions by category,Employee commuting,TC-SI,,,C6.5,C6.5.7,Employee commuting,,330000.00,,mtCO2e,Em.11.7,330000.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.11.9,Em,11,9,Scope 3 - Downstream Transportation2,"80,000",,mtCO2e," 80,000 ",mtCO2e,MSFT ESG 2018 Report,1,2,Tiemann,Emissions,Scope 3 emissions by category,Downstream transportation and distribution,TC-SI,,,C6.5,C6.5.9,Downstream transportation and distribution,,80000.00,,mtCO2e,Em.11.9,80000.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.12.1,Em,12,1,"Total - Scope 1, Scope 2, and Scope 34","19,005,000",,mtCO2e," 19,005,000 ",mtCO2e,MSFT ESG 2018 Report,1,4,Tiemann,Emissions,Total GHG Emissions,,TC-SI,,,,,,,19005000.00,,mtCO2e,Em.12.1,19005000.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.17.1,Em,17,1,CO Emissions,35,,Mg, 35 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,CO,TC-SI,,,,,,,35.00,,metric tons,Em.17.1,35.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.17.10,Em,17,10,NOX Emissions,27,,Mg, 27 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,NO,TC-SI,,,,,,,27.00,,metric tons,Em.17.10,27.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.17.10,Em,17,10,NOX Emissions - Asia,3,,Mg, 3 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,NO,TC-SI,,,,,,,3.00,,metric tons,Em.17.10,3.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.17.10,Em,17,10,"NOX Emissions - Europe, Middle East, Africa",3,,Mg, 3 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,NO,TC-SI,,,,,,,3.00,,metric tons,Em.17.10,3.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.17.10,Em,17,10,NOX Emissions - Latin America,1,,Mg, 1 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,NO,TC-SI,,,,,,,1.00,,metric tons,Em.17.10,1.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,Em.17.10,Em,17,10,NOX Emissions - North America,20,,Mg, 20 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,NO,TC-SI,,,,,,,20.00,,metric tons,Em.17.10,20.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.17.11,Em,17,11,PM Emissions,2,,Mg, 2 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,particulate matter (PM),TC-SI,,,,,,,2.00,,metric tons,Em.17.11,2.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.17.13,Em,17,13,SOX Emissions,3,,Mg, 3 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,SO,TC-SI,,,,,,,3.00,,metric tons,Em.17.13,3.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.17.13,Em,17,13,SOX Emissions - Asia,1,,Mg, 1 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,SO,TC-SI,,,,,,,1.00,,metric tons,Em.17.13,1.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.17.13,Em,17,13,"SOX Emissions - Europe, Middle East, Africa",0,,Mg, -   ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,SO,TC-SI,,,,,,,0.00,,metric tons,Em.17.13,0.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.17.13,Em,17,13,SOX Emissions - Latin America,0,,Mg, -   ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,SO,TC-SI,,,,,,,0.00,,metric tons,Em.17.13,0.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,Em.17.13,Em,17,13,SOX Emissions - North America,1,,Mg, 1 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,SO,TC-SI,,,,,,,1.00,,metric tons,Em.17.13,1.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.17.14,Em,17,14,VOC Emissions,9,,Mg, 9 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,volatile organic compounds (VOCs),TC-SI,,,,,,,9.00,,metric tons,Em.17.14,9.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.17.14,Em,17,14,VOC Emissions - Asia,0,,Mg, -   ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,volatile organic compounds (VOCs),TC-SI,,,,,,,0.00,,metric tons,Em.17.14,0.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.17.14,Em,17,14,"VOC Emissions - Europe, Middle East, Africa",0,,Mg, -   ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,volatile organic compounds (VOCs),TC-SI,,,,,,,0.00,,metric tons,Em.17.14,0.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.17.14,Em,17,14,VOC Emissions - Latin America,0,,Mg, -   ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,volatile organic compounds (VOCs),TC-SI,,,,,,,0.00,,metric tons,Em.17.14,0.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,Em.17.14,Em,17,14,VOC Emissions - North America,8,,Mg, 8 ,Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,volatile organic compounds (VOCs),TC-SI,,,,,,,8.00,,metric tons,Em.17.14,8.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.17.2,Em,17,2,Ozone Depleting Substances,"1,330",,Mg," 1,330 ",Mg,MSFT ESG 2018 Report,5,,Tiemann,Emissions,Air Emissions other than GHG,Ozone depleting substances,TC-SI,,,,,,,1330.00,,metric tons,Em.17.2,1330.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.3.1,Em,3,1,Scope 1 - Asia,"8,454",,Mg,"8,454",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by region,,TC-SI,,,C7.2,,(C7.2) Break down your total gross global Scope 1 emissions by country/region.,,8454.00,,mtCO2e,Em.3.1,8454.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.3.1,Em,3,1,"Scope 1 - Europe, Middle East, Africa","43,196",,Mg,"43,196",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by region,,TC-SI,,,C7.2,,(C7.2) Break down your total gross global Scope 1 emissions by country/region.,,43196.00,,mtCO2e,Em.3.1,43196.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.3.1,Em,3,1,Scope 1 - Latin America,"3,632",,Mg,"3,632",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by region,,TC-SI,,,C7.2,,(C7.2) Break down your total gross global Scope 1 emissions by country/region.,,3632.00,,mtCO2e,Em.3.1,3632.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,Em.3.1,Em,3,1,Scope 1 - North America,"42,356",,Mg,"42,356",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by region,,TC-SI,,,C7.2,,(C7.2) Break down your total gross global Scope 1 emissions by country/region.,,42356.00,,mtCO2e,Em.3.1,42356.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.4.10,Em,4,10,Scope 1 - HFCs,"24,314",,Mg,"24,314",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Hydrofluorocarbons (HFCs) (tonnes),TC-SI,,,,,,,24314.00,,mtCO2e,Em.4.10,24314.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.4.11,Em,4,11,Scope 1 - PFC,0,,Mg,0,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Perfluorocarbons (PFCs) (tonnes),TC-SI,,,,,,,0.00,,mtCO2e,Em.4.11,0.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.4.12,Em,4,12,Scope 1 - SF6,0,,Mg,0,Mg,MSFT ESG 2018 Report,4,11,Tiemann,Emissions,Scope 1 emissions by source,Sulfur hexafluoride (SF6),TC-SI,,,,,,,0.00,,mtCO2e,Em.4.12,0.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.4.7,Em,4,7,Scope 1 - CO2,"73,113",,Mg,"73,113",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Carbon dioxide (CO2) (million tonnes),TC-SI,,,,,,,73113.00,,mtCO2e,Em.4.7,73113.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.4.8,Em,4,8,CH4 Emissions - Asia,3,,Mg,3,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Methane (CH4) (Gg),TC-SI,,,,,,,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.4.8,Em,4,8,"CH4 Emissions - Europe, Middle East, Africa",9,,Mg,9,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Methane (CH4) (Gg),TC-SI,,,,,,,9.00,,mtCO2e,Em.4.8,9.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.4.8,Em,4,8,CH4 Emissions - Latin America,3,,Mg,3,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Methane (CH4) (Gg),TC-SI,,,,,,,3.00,,mtCO2e,Em.4.8,3.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,US,,FY17,,,Em.4.8,Em,4,8,CH4 Emissions - US,12,,Mg,12,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Methane (CH4) (Gg),TC-SI,,,,,,,12.00,,mtCO2e,Em.4.8,12.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.4.8,Em,4,8,Scope 1 - CH4,27,,Mg,27,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Methane (CH4) (Gg),TC-SI,,,,,,,27.00,,mtCO2e,Em.4.8,27.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,Em.4.9,Em,4,9,Scope 1 - N2O,186,,Mg,186,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 1 emissions by source,Nitrous oxide (N2O) (Gg),TC-SI,,,,,,,186.00,,mtCO2e,Em.4.9,186.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.7.1,Em,7,1,Scope 2 - Location-Based,"2,691,879",,mtCO2e," 2,691,879 ",mtCO2e,MSFT ESG 2018 Report,1,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Location-Based,TC-SI,,,C6.3,C6.3.1,"Scope 2, location-based",,2691879.00,,mtCO2e,Em.7.1,2691879.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.7.1,Em,7,1,Scope 2 - Location-Based - Asia,"439,033",,Mg,"439,033",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Location-Based,TC-SI,,,C6.3,C6.3.1,"Scope 2, location-based",,439033.00,,mtCO2e,Em.7.1,439033.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.7.1,Em,7,1,"Scope 2 - Location-Based - Europe, Middle East, Africa","399,061",,Mg,"399,061",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Location-Based,TC-SI,,,C6.3,C6.3.1,"Scope 2, location-based",,399061.00,,mtCO2e,Em.7.1,399061.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.7.1,Em,7,1,Scope 2 - Location-Based - Latin America,"21,012",,Mg,"21,012",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Location-Based,TC-SI,,,C6.3,C6.3.1,"Scope 2, location-based",,21012.00,,mtCO2e,Em.7.1,21012.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,Em.7.1,Em,7,1,Scope 2 - Location-Based - North America,"1,832,773",,Mg,"1,832,773",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Location-Based,TC-SI,,,C6.3,C6.3.1,"Scope 2, location-based",,1832773.00,,mtCO2e,Em.7.1,1832773.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,Em.7.2,Em,7,2,Scope 2 - Market-Based1,"139,108",,mtCO2e," 139,108 ",mtCO2e,MSFT ESG 2018 Report,1,1,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Market-Based1,TC-SI,,,C6.3,C6.3.2,"Scope 2, market-based",,139108.00,,mtCO2e,Em.7.2,139108.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,Em.7.2,Em,7,2,"Scope 2, Market-based - ASIA","121,930",,Mg,"121,930",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Market-Based1,TC-SI,,,C6.3,C6.3.2,"Scope 2, market-based",,121930.00,,mtCO2e,Em.7.2,121930.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,Em.7.2,Em,7,2,"Scope 2, Market-based - EMEA","14,460",,Mg,"14,460",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Market-Based1,TC-SI,,,C6.3,C6.3.2,"Scope 2, market-based",,14460.00,,mtCO2e,Em.7.2,14460.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,Em.7.2,Em,7,2,"Scope 2, Market-based - LATAM","2,096",,Mg,"2,096",Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Market-Based1,TC-SI,,,C6.3,C6.3.2,"Scope 2, market-based",,2096.00,,mtCO2e,Em.7.2,2096.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,Em.7.2,Em,7,2,"Scope 2, Market-based - NORAM",623,,Mg,623,Mg,MSFT ESG 2018 Report,4,,Tiemann,Emissions,Scope 2 Emissions Total,Scope 2 - Market-Based1,TC-SI,,,C6.3,C6.3.2,"Scope 2, market-based",,623.00,,mtCO2e,Em.7.2,623.00,mtCO2e
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,Asia,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Asia,"29,107",Complement,MWh,29107,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,29107.00,Complement,MWh,HOLD OFF.???.0,29107.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Chilled Water,"30,121",Complement,MWh,30121,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,30121.00,Complement,MWh,HOLD OFF.???.0,30121.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Coal,0,Complement,MWh,0,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,0.00,Complement,MWh,HOLD OFF.???.0,0.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Crude Oil/Diesel,"139,027",Complement,MWh,139027,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,139027.00,Complement,MWh,HOLD OFF.???.0,139027.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,EMEA,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,"Non-Renewable Energy Purchased & Consumed - Europe, Middle East, Africa","182,086",Complement,MWh,182086,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,182086.00,Complement,MWh,HOLD OFF.???.0,182086.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Gasoline,"34,679",Complement,MWh,34679,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,34679.00,Complement,MWh,HOLD OFF.???.0,34679.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Hot Water/Steam,"19,549",Complement,MWh,19549,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,19549.00,Complement,MWh,HOLD OFF.???.0,19549.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,LATAM,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Latin America,"13,202",Complement,MWh,13202,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,13202.00,Complement,MWh,HOLD OFF.???.0,13202.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - LPG/Propane/Jet Fuel,"43,402",Complement,MWh,43402,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,43402.00,Complement,MWh,HOLD OFF.???.0,43402.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - Natural Gas,"107,687",Complement,MWh,107687,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,107687.00,Complement,MWh,HOLD OFF.???.0,107687.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,NORAM,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Non-Renewable Energy Purchased & Consumed - NorAm,"150,069",Complement,MWh,150069,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,150069.00,Complement,MWh,HOLD OFF.???.0,150069.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Scope 3 - Category 3 (Transmission and Distribution Losses),"510,000",,MWh,510000,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,510000.00,,MWh,HOLD OFF.???.0,510000.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,HOLD OFF.???.0,HOLD OFF,???,0,Total Non-Renewable Energy Purchased & Consumed,"374,465",Complement,MWh,374465,MWh,MSFT ESG 2018 Report,6,12,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,374465.00,Complement,MWh,HOLD OFF.???.0,374465.00,MWh
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,OE.???.0,OE,???,0,Recycled Hazardous Waste (included in the categories above),"1,376",,Mg,,,MSFT ESG 2018 Report,2,10,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,1376.00,,metric tons,OE.???.0,1376.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,OE.1.1,OE,1,1,Incinerated,342,,Mg,,,MSFT ESG 2018 Report,2,10,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,342.00,,metric tons,OE.1.1,342.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,OE.1.2,OE,1,2,Hazardous Waste (included in the categories above),"1,405",,Mg,,,MSFT ESG 2018 Report,2,10,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,1405.00,,metric tons,OE.1.2,1405.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,OE.4.1,OE,4,1,Recycled,"11,236",,Mg,,,MSFT ESG 2018 Report,2,10,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,11236.00,,metric tons,OE.4.1,11236.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,OE.4.2,OE,4,2,Composted,"5,886",,Mg,,,MSFT ESG 2018 Report,2,10,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,5886.00,,metric tons,OE.4.2,5886.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,,,FY17,,,OE.N/A.0,OE,N/A,0,Landfilled,"1,602",,Mg,,,MSFT ESG 2018 Report,2,10,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,1602.00,,metric tons,OE.N/A.0,1602.00,Mg
MICROSOFT CORP,US5949181045,J5820,Information and communication,Publishing activities,Software publishing,Software publishing,WW,,FY17,,,WR.1.0,WR,1,0,Total Water Withdrawals,"5,129,715",,m3," 5,130 ",dam3,MSFT ESG 2018 Report,7,13,Tiemann,#N/A,#N/A,#N/A,TC-SI,,,#N/A,#N/A,#N/A,,5129715.00,,m3,WR.1.0,5129.72,dam3
